,C,X,D,L,N,O,P,S,T,E,Y
0,0.3660239038755773,350.5299660012087,2019.4564636108967,4733.779076953081,-0.8833712752352885,3.19791392992945,8.136465916232444,36.13128195437488,2315.898481322228,21.09770488938539,12.191176720662433
1,0.3785374781745928,394.51638103689805,2148.327828878786,932.5219111635259,-0.4132781459389778,4.176740930230187,8.097858684934268,38.46611313115851,2524.8578115915243,25.973797182972003,-7.346844904556648
2,0.3667667910855816,416.5574629751363,1983.0011421713298,3551.0995367762375,1.674276515613683,3.1013418870651086,7.986637087585049,35.47080147541174,2258.4922421361025,24.343939283105794,8.835669512053768
3,0.369051923934241,452.5037500115927,1982.0229754509098,3112.7593397220703,-1.4737471318447668,3.054852487489851,7.994730644731991,35.45307950784989,2256.3330837391054,24.003312905373708,6.375479678894952
4,0.37501061036661065,396.94282652345004,2041.0151935379565,2107.8019039443757,-1.4749291633560555,3.4478419540259835,7.997233140695935,36.52187294920854,2352.3227493310437,24.1656650866107,0.5830805745446157
5,0.36931867010211616,407.3157772709441,2054.842426795335,2975.7978418885523,-0.34174470552677844,3.5633463533993264,8.039078961671619,36.7723883001624,2374.3728553300566,24.447908634316175,0.33135256289452475
6,0.3772093614954978,392.71204983608,2097.9286437806395,1180.6646244785597,-0.27225079573356586,3.8397221371968953,7.996887202989344,37.55300424613173,2443.0477372266105,25.898251066574524,-4.91574783937831
7,0.37908771615957765,403.4400822445195,2107.264642814418,1874.8787867349993,2.5326460880408486,3.82303086596473,8.100717275385183,37.72214951409079,2458.801031220469,23.769698493466286,-3.977521607143053
8,0.37851167609721914,313.8241239777653,2093.454288646295,3344.1480150452726,2.8957116233729883,3.668955622369461,8.156447982510462,37.4719399705888,2435.5261425256917,20.20224297534639,1.2866958233614612
9,0.3869490985904574,389.44930801275854,2061.4768210461525,1463.03805555061,-0.4151285550918248,3.4953323445173843,8.164566998791248,36.89258715507234,2385.3304707560014,21.068633827634272,2.5826896222203826
10,0.3732652899460519,447.6774266465631,2048.1541019964943,1374.1693991716938,-0.37624041959557286,3.5195634782088,7.975529876582879,36.65121235678407,2363.844469681949,27.015189018555077,1.2634720683744878
11,0.37820036502243126,310.0704955972764,2078.45736520789,3494.030291790228,-0.2972777901944026,3.58675721783897,8.149467285994675,37.20023271950911,2413.289396117173,19.387074628744852,0.6745855353418205
12,0.3782997119770972,385.21855460644423,2084.7895128695545,955.8920852449547,-1.4765089156997218,3.8157978413924183,8.07013239463388,37.31495561195088,2422.6071886411914,25.82817862555016,1.0538837361676185
13,0.38145026705327634,426.7504893389336,1977.4755127233161,1429.3512690543316,-0.3600185578319016,3.013838246963727,8.030655102973515,35.37069070309426,2250.2342862291275,23.459722969376354,10.67422819276702
14,0.38287033810082693,361.3186166945474,2066.8918904481498,1485.5788984359183,2.01716452078144,3.6538112891871513,8.06227337564979,36.99069485213871,2394.117282946877,23.129086444589785,-0.3407732703964937
15,0.333940986538137,472.6911313738746,2005.2851121035255,7965.511977519851,2.1654817745062007,3.3017781564787163,7.9539025999185,35.874532029767586,2293.3757472353577,26.488001956750082,2.6144457746105383
16,0.362804269355215,352.7407896014533,2129.073576525633,4706.138701046651,-0.17355342116966802,3.931353425776377,8.10400211049525,38.11727358417031,2493.617988354424,22.635315821777482,-6.216661264344733
17,0.3780303263718236,384.6694678579815,2051.2909160068293,2055.7556932096477,-0.40011706183723467,3.5044731487263383,8.053972097931238,36.70804368724974,2369.164318798805,23.228819576728768,1.3404232541655836
18,0.373909598884504,438.0389081304433,2027.9142150869768,1321.8366607549724,-0.4023037206521356,3.425163226570072,7.988447276406806,36.28451554347196,2329.2647742156532,26.8798891793752,5.189262195079171
19,0.36007176849719486,408.45019929514586,2117.9471968060425,3406.332433287944,-0.5787325535562966,3.9603866608060385,8.009497537654255,37.91569103555658,2474.9357219160174,27.128701021662657,-5.205781844226214
20,0.35387874014584214,347.14569411713586,2113.995824898151,5566.369417799971,0.006314049276871625,3.9003037438667874,8.066661195874243,37.84410192573039,2468.958080961567,24.122067710547203,-3.151309272992254
21,0.3746939062701917,368.51526263161344,2039.5124467139215,2459.654690066888,-0.1921267158476444,3.4170144069094817,8.051752430973542,36.49464688445571,2349.2814406123334,23.59193982740471,6.030790293199655
22,0.33992816486782235,388.6036229609362,2055.918144948654,7095.462945181536,2.4616273862163616,3.5927225916649888,8.018478186714907,36.79187765900157,2373.9790259527813,26.33434250201853,5.410027551760393
23,0.3787741548660065,360.5771940134386,2050.49543199075,2896.623056746494,-0.4151654112187193,3.442590406323942,8.150272517040692,36.69363147956099,2366.79892527041,20.701139759611657,4.386963428809568
24,0.3680927950601033,517.8945154060789,1985.3777196832516,2544.2781715486267,3.3204803567192345,3.1646682053916506,7.94761246402013,35.51385919624323,2262.8799845480376,26.726754563449955,3.1306195767296607
25,0.3905820200097893,325.39765961029383,2074.1322795161886,1301.155533243314,3.217425647842603,3.549913278727851,8.054729754618743,37.121872837977214,2406.13451781998,20.606133098066937,-2.1262214079548047
26,0.35797317567491616,421.8998641804837,2024.095117223348,4771.996256696262,-1.4738842981972156,3.351460374026844,8.026491955209755,36.21532291297059,2323.692328231389,24.252216414604007,3.4942224519327265
27,0.3877851581553747,406.09400214603414,1957.7431409220608,839.3892633390772,-1.4757414542082739,2.8754576885971566,8.009118904532532,35.01318881136148,2218.1420582250953,22.180025633140815,10.935270654482304
28,0.35634062878449685,489.96742445620333,1992.999293746235,3031.4028043323624,-1.4751083920671737,3.2742053485809044,7.950846678376293,35.65194331369964,2275.08219940351,29.517634269466186,10.032488830591811
29,0.3780229931276785,394.67909797243595,2054.417096100252,1190.8948844219449,2.764725766763619,3.5831604410689635,8.01955541507709,36.76468235737783,2373.717944882692,26.055330946438783,4.480278227481724
30,0.3808764291804928,399.1183900680457,1957.6257280906314,1730.5123107932354,-0.2011550559312563,2.928145073838722,8.02669894689058,35.011061580546425,2218.1527818423842,22.933081232729137,13.56883893322852
31,0.3713986564792664,390.86446322280193,2003.3790765322065,3574.7049618417104,-0.3389191249490353,3.1860087414128,8.046975775208542,35.83999936794063,2290.7861966284445,22.003516347118435,5.736823734670823
32,0.3582044259326721,546.1076471338433,1924.7435164029189,3441.9396306618924,3.3574900634543905,2.815971759326382,7.8895847655955,34.4153170344211,2165.6971661527004,28.491772089077198,11.666585840077746
33,0.3572816510474388,431.13441873501364,2019.1358246674936,5103.101033119246,-0.7509815322300719,3.300359575513807,8.060723640088957,36.125472767826786,2316.1286992126475,23.79295918978438,5.284992411037568
34,0.3488406793308666,463.13254771491114,2032.7103934796926,5507.882080441039,-1.4746308095304532,3.4245300705556736,8.043617288402038,36.371410462428166,2336.8072941246965,26.121684201134318,4.6300251116791555
35,0.37271410577095804,383.4060681887385,2052.07289290477,2871.4729220544605,2.2857864427888757,3.4916601536238274,8.030567486631382,36.7222111792837,2368.787054808829,23.759648736165442,2.052196961441702
36,0.35114507166909714,489.9784416923216,1954.563592176399,5517.440968596301,0.0064111852297065175,2.934355975685141,7.936942065580938,34.95558323293029,2212.0608500335597,25.3908302902805,6.8776201161837065
37,0.37356214126608434,470.46958069727856,2014.0261336881845,730.9599226030546,-1.4750687704630787,3.4058055823208497,7.949487016910545,36.03289777432516,2309.6105481233117,28.39635568360864,4.626842056807702
38,0.36359092209692095,439.80894163268607,2026.4146894771836,4052.4889902305613,4.861354059302078,3.4171334875046653,8.05454266014295,36.25734783917355,2329.569511505772,24.89662869282897,4.748007242509382
39,0.3782519688136059,376.69461046688997,2129.744515723717,902.3674547477973,1.5916416448266217,4.025079070990591,8.053365411758705,38.12942934704405,2495.545272860258,26.517736106065573,-2.8899388327052096
40,0.3868812659796612,411.92771097394,1969.2187960919969,1944.9015140569677,1.1879071144892874,2.889033489247209,8.077106685090932,35.2210993693748,2234.7679482020326,20.103852705163526,9.098650180126938
41,0.38101546079544035,423.2545591330308,1974.9932237223384,1066.8672780247628,1.8566209690318878,2.996594996037435,7.979390598479217,35.32571775090103,2244.5344765455643,24.977785303816336,12.562467548142676
42,0.37552225057500377,360.4772389757458,2097.2407082907257,2452.805482402497,-0.7091768203026128,3.7707993220019964,8.115511739650373,37.540540552384655,2444.2115696151504,23.175494149156812,-0.08260815760326115
43,0.3743900809320849,427.40321324519704,2000.8736547184053,2139.4000801122825,-0.7446694759732644,3.2326967221079257,7.975824462724269,35.79460730625418,2288.266371588553,24.467003721767878,3.585786030065911
44,0.36952962518492316,474.80732031742167,1971.002408389841,1978.3402753868318,1.243898243117376,3.0682401455552095,7.938399359602936,35.25341402353901,2238.2088935411352,27.26056789341557,10.011651011061726
45,0.37926664537410126,469.301952193829,1979.62874672927,1626.6470310009172,-0.20568562935681747,3.069453190417119,8.02214142842461,35.409701990648806,2252.923491204403,23.877127237699217,6.263595330342333
46,0.35808143292610317,331.7776121657866,2066.3581519860363,6017.718661898197,-0.5563178608601735,3.5041098616971076,8.097573369029611,36.981024828087975,2391.7843996628135,21.083817207793118,2.4949682828952313
47,0.3695314620827638,515.6523505282144,1949.6354804552514,1989.846104724258,-0.43031576616235323,2.914625415772489,7.948547547670375,34.86629800757949,2203.614852027671,26.941017421111717,10.528183349522791
48,0.3864285722743152,309.53568072928687,2081.4020993844124,2599.956104007173,2.2782624741088533,3.5826205538042415,8.16924669551328,37.253584037301025,2414.7806836145496,18.75500675937588,0.6880342877411957
49,0.36816202775523627,452.3811992650257,2099.1493223334046,1202.4989972050298,-0.4236769221605826,3.8842278510429806,8.003953322117818,37.575119929750834,2444.092314485202,29.58713049333569,0.035539627331681006
50,0.35605801316662367,491.8066894428957,2027.3559186449095,4459.5251766889505,-1.4738192737886444,3.3875816483783807,8.009784220909749,36.274400589415905,2329.3603817895755,25.873877802475054,0.2698713129718401
51,0.3890273429103892,397.26137105245283,1987.5418301838597,637.6211201023423,2.333996031559604,3.0921802616406935,8.018982756646041,35.553067539045536,2265.494215124322,22.849987764415996,8.673713725492455
52,0.3826419439244547,347.31489807012935,2067.260462089189,1272.2971410291339,1.33751275815011,3.5944661942946836,8.042324908247144,36.99737246090452,2394.6883651966605,23.66901851088754,2.5680228500841316
53,0.382502368338287,387.64388155511136,2044.3740609479491,1456.8076175054666,-0.3449287311697947,3.430964951766858,7.993640852958554,36.58272733940788,2358.1398708740453,22.951303387860687,-1.7887390642129284
54,0.35410611803289643,429.40687627891333,2037.8876767963902,4884.983611761907,-1.4752428731472442,3.4767566864219623,7.973038290849665,36.465210062313986,2346.9445526735885,25.566816834947026,-0.5141001334869278
55,0.37968351451603677,334.2517687909671,2024.8711138571641,3125.24915056166,-0.2468681469543989,3.2704773003426495,8.127856382791832,36.22938205737359,2327.3975735065173,19.74873617025004,7.096796962589806
56,0.3711786343447221,457.31485997774774,2030.6065908287744,2549.3264725662793,-1.4734901031674166,3.4108227648739677,8.053252155756693,36.33329474906583,2335.078754634676,24.600718649186263,1.7694409881848945
57,0.38236771294424393,365.58280486873895,2099.4453968078315,1083.5769663579858,-0.5018641525169855,3.8259124564193363,8.054357490544053,37.58048406872853,2445.2390541675736,23.963537986199174,-3.9532171166067576
58,0.3725961208668332,475.4630585003924,1992.2872235320594,1784.3168520744248,-1.4749276740799389,3.1870301918165196,7.955641353156112,35.63904235829609,2274.4232322005278,26.02453284775315,3.928013712513102
59,0.383896517154253,395.5948273518315,2068.8429473561837,763.7074536627154,-0.25904070844848887,3.6059660298190983,8.065512866647875,37.026043189506645,2397.42195983404,24.21047856038104,1.2424379009753013
